timestamp,robot_id,sigma_x,sigma_y,sigma_theta
1763489245.506316,1,0.360186,0.283846,0.227662
1763489245.506316,2,0.702867,0.652894,0.621967
1763489245.506316,3,0.514803,0.447189,0.227826
1763489245.506316,4,0.432180,0.305266,0.237643
1763489245.506316,5,0.352789,0.778262,0.422171
1763489248.507949,1,0.320028,0.244577,0.201285
1763489248.507949,2,0.862855,0.815881,0.721348
1763489248.507949,3,0.446535,0.409296,0.230777
1763489248.507949,4,0.434047,0.365919,0.252433
1763489248.507949,5,0.370443,0.789645,0.519162
1763489251.506839,1,0.446574,0.257320,0.211588
1763489251.506839,2,0.429570,0.282621,0.777338
1763489251.506839,3,0.406914,0.205681,0.165907
1763489251.506839,4,0.473308,0.394557,0.316057
1763489251.506839,5,0.346374,0.573594,0.361871
1763489254.507576,1,0.313182,0.359148,0.195197
1763489254.507576,2,0.395047,0.319712,0.859122
1763489254.507576,3,0.326934,0.185230,0.149951
1763489254.507576,4,0.702950,0.657827,0.489151
1763489254.507576,5,0.351818,0.261339,0.209353
1763489257.507032,1,0.316089,0.364264,0.211237
1763489257.507032,2,0.409834,0.352321,0.926251
1763489257.507032,3,0.269290,0.174693,0.140023
1763489257.507032,4,0.861324,0.825568,0.603126
1763489257.507032,5,0.375508,0.257666,0.337114
1763489260.507186,1,0.237091,0.260627,0.176973
1763489260.507186,2,0.341201,0.243186,0.202285
1763489260.507186,3,0.243827,0.194029,0.153973
1763489260.507186,4,1.013059,0.983096,0.711519
1763489260.507186,5,0.257847,0.212145,0.166173
1763489263.506771,1,0.269243,0.443343,0.230847
1763489263.506771,2,0.493109,0.340927,0.223434
1763489263.506771,3,0.300880,0.343879,0.263148
1763489263.506771,4,0.293518,0.363525,0.798815
1763489263.506771,5,0.382940,0.437909,0.219564
1763489266.509267,1,0.288455,0.396302,0.209905
1763489266.509267,2,0.496729,0.357519,0.214760
1763489266.509267,3,0.517704,0.384531,0.288156
1763489266.509267,4,0.378886,0.506384,0.878106
1763489266.509267,5,0.484984,0.531486,0.285073
1763489269.506935,1,0.444980,0.492425,0.322086
1763489269.506935,2,0.353101,0.434762,0.204829
1763489269.506935,3,0.489867,0.211075,0.191161
1763489269.506935,4,0.588761,0.316815,0.261749
1763489269.506935,5,0.300166,0.251781,0.203118
1763489272.507821,1,0.265060,0.332733,0.209356
1763489272.507821,2,0.253726,0.326580,0.203913
1763489272.507821,3,0.315205,0.203012,0.165980
1763489272.507821,4,0.749983,0.374127,0.317471
1763489272.507821,5,0.261759,0.254052,0.218915
1763489275.509060,1,0.249111,0.387906,0.246359
1763489275.509060,2,0.297907,0.267690,0.353899
1763489275.509060,3,0.382702,0.353790,0.211205
1763489275.509060,4,0.462993,0.456561,0.267328
1763489275.509060,5,0.340811,0.236577,0.197956
1763489278.507843,1,0.280464,0.484378,0.363928
1763489278.507843,2,0.277709,0.254973,0.510751
1763489278.507843,3,0.298533,0.290764,0.209174
1763489278.507843,4,0.425981,0.476903,0.250935
1763489278.507843,5,0.268902,0.204818,0.175651
1763489281.508026,1,0.391492,0.343399,0.202408
1763489281.508026,2,0.305295,0.306007,0.276269
1763489281.508026,3,0.298964,0.294463,0.229776
1763489281.508026,4,0.412340,0.526485,0.214442
1763489281.508026,5,0.282511,0.239191,0.182653
1763489284.506963,1,0.555605,0.445843,0.237995
1763489284.506963,2,0.255885,0.229770,0.221582
1763489284.506963,3,0.402855,0.370036,0.335097
1763489284.506963,4,0.641306,0.729196,0.409175
1763489284.506963,5,0.360122,0.269862,0.273592
1763489287.508353,1,0.328560,0.268744,0.172635
1763489287.508353,2,0.286081,0.238102,0.185664
1763489287.508353,3,0.398914,0.224147,0.200109
1763489287.508353,4,0.261954,0.607385,0.271435
1763489287.508353,5,0.440125,0.282523,0.235697
1763489290.509077,1,0.367538,0.223334,0.181881
1763489290.509077,2,0.352197,0.298613,0.254854
1763489290.509077,3,0.431327,0.237045,0.198087
1763489290.509077,4,0.316598,0.719205,0.343635
1763489290.509077,5,0.395325,0.342125,0.385711
1763489293.506604,1,0.502920,0.438116,0.287256
1763489293.506604,2,0.298825,0.240061,0.413866
1763489293.506604,3,0.375461,0.205484,0.171380
1763489293.506604,4,0.371499,0.307372,0.247480
1763489293.506604,5,0.401551,0.360446,0.502046
1763489296.508880,1,0.289908,0.200437,0.153654
1763489296.508880,2,0.333402,0.278109,0.264023
1763489296.508880,3,0.375428,0.243589,0.205354
1763489296.508880,4,0.534418,0.224556,0.209957
1763489296.508880,5,0.420573,0.223711,0.598623
1763489299.506126,1,0.281773,0.258757,0.154182
1763489299.506126,2,0.338262,0.216682,0.159977
1763489299.506126,3,0.502987,0.399066,0.329125
1763489299.506126,4,0.251004,0.190623,0.179226
1763489299.506126,5,0.318052,0.175902,0.152780
1763489302.510217,1,0.333565,0.331296,0.236490
1763489302.510217,2,0.327993,0.195659,0.152565
1763489302.510217,3,0.289754,0.211350,0.161502
1763489302.510217,4,0.265813,0.239788,0.177387
1763489302.510217,5,0.451547,0.220522,0.182681
1763489305.511219,1,0.526748,0.441101,0.432717
1763489305.511219,2,0.284154,0.261769,0.175532
1763489305.511219,3,0.268040,0.226314,0.185283
1763489305.511219,4,0.300217,0.280520,0.182691
1763489305.511219,5,0.433439,0.238708,0.184654
1763489308.507010,1,0.521247,0.529273,0.306079
1763489308.507010,2,0.363605,0.225422,0.178169
1763489308.507010,3,0.329353,0.304147,0.233231
1763489308.507010,4,0.417511,0.426444,0.257617
1763489308.507010,5,0.339944,0.166779,0.156699
1763489311.506241,1,0.535630,0.615010,0.287048
1763489311.506241,2,0.450717,0.317885,0.209639
1763489311.506241,3,0.332112,0.371125,0.261307
1763489311.506241,4,0.664614,0.668682,0.449721
1763489311.506241,5,0.453553,0.345336,0.273108
1763489314.507235,1,0.356807,0.325802,0.227718
1763489314.507235,2,0.446855,0.283638,0.203201
1763489314.507235,3,0.405453,0.517554,0.382956
1763489314.507235,4,0.644599,0.637506,0.571060
1763489314.507235,5,0.685498,0.620642,0.455618
1763489317.509119,1,0.391626,0.365046,0.253787
1763489317.509119,2,0.453550,0.297367,0.219543
1763489317.509119,3,0.415664,0.363594,0.282495
1763489317.509119,4,0.413856,0.285817,0.202477
1763489317.509119,5,0.857655,0.807567,0.584027
1763489320.508227,1,0.488513,0.386789,0.354818
1763489320.508227,2,0.490003,0.308785,0.197854
1763489320.508227,3,0.658932,0.594849,0.439031
1763489320.508227,4,0.341591,0.246364,0.175952
1763489320.508227,5,0.514476,0.479164,0.686409
1763489323.506159,1,0.356818,0.210055,0.175370
1763489323.506159,2,0.403646,0.250686,0.171964
1763489323.506159,3,0.762472,0.498827,0.572483
1763489323.506159,4,0.475463,0.389944,0.371591
1763489323.506159,5,0.390340,0.228210,0.195939
1763489326.506851,1,0.417856,0.255714,0.214515
1763489326.506851,2,0.505043,0.328387,0.208700
1763489326.506851,3,0.904826,0.697854,0.668753
1763489326.506851,4,0.333745,0.252901,0.189843
1763489326.506851,5,0.455327,0.237196,0.204690
1763489329.507842,1,0.314689,0.237172,0.214639
1763489329.507842,2,0.390429,0.208553,0.177105
1763489329.507842,3,0.936415,0.640135,0.760235
1763489329.507842,4,0.264825,0.293106,0.240187
1763489329.507842,5,0.270566,0.223375,0.145695
1763489332.507294,1,0.266063,0.206383,0.163732
1763489332.507294,2,0.289339,0.221335,0.169118
1763489332.507294,3,0.626041,0.328075,0.843662
1763489332.507294,4,0.443777,0.500422,0.316111
1763489332.507294,5,0.312555,0.333848,0.180220
1763489335.507080,1,0.410009,0.269845,0.210809
1763489335.507080,2,0.381255,0.289735,0.204131
1763489335.507080,3,0.667945,0.489994,0.916800
1763489335.507080,4,0.401793,0.422546,0.235149
1763489335.507080,5,0.247266,0.262455,0.181208
1763489338.506860,1,0.516708,0.301464,0.220344
1763489338.506860,2,0.418364,0.225274,0.191467
1763489338.506860,3,0.743271,0.553544,0.982333
1763489338.506860,4,0.401689,0.527141,0.289579
1763489338.506860,5,0.258210,0.267052,0.199012
1763489341.507826,1,0.414199,0.207001,0.188051
1763489341.507826,2,0.328588,0.226022,0.162060
1763489341.507826,3,0.668927,0.277933,0.211281
1763489341.507826,4,0.309026,0.277232,0.253164
1763489341.507826,5,0.267390,0.297317,0.183964
1763489344.508596,1,0.540002,0.251590,0.243559
1763489344.508596,2,0.406631,0.232464,0.178859
1763489344.508596,3,0.532074,0.260819,0.213186
1763489344.508596,4,0.345389,0.283276,0.254667
1763489344.508596,5,0.410968,0.244210,0.254808
1763489347.511678,1,0.591846,0.220198,0.265045
1763489347.511678,2,0.295652,0.237548,0.152636
1763489347.511678,3,0.376633,0.176562,0.132970
1763489347.511678,4,0.333816,0.276184,0.395894
1763489347.511678,5,0.418374,0.221465,0.322691
1763489350.506260,1,0.364749,0.278052,0.253969
1763489350.506260,2,0.221369,0.248366,0.143546
1763489350.506260,3,0.392724,0.320676,0.189932
1763489350.506260,4,0.504950,0.433398,0.530293
1763489350.506260,5,0.621438,0.520182,0.467549
1763489353.507382,1,0.304959,0.355130,0.433013
1763489353.507382,2,0.195719,0.251681,0.180890
1763489353.507382,3,0.343113,0.378816,0.208832
1763489353.507382,4,0.485979,0.406481,0.288777
1763489353.507382,5,0.321343,0.396042,0.241757
1763489356.509470,1,0.307865,0.385201,0.566345
1763489356.509470,2,0.194329,0.230990,0.165762
1763489356.509470,3,0.311100,0.393797,0.218748
1763489356.509470,4,0.658486,0.589232,0.419699
1763489356.509470,5,0.263475,0.471602,0.195318
1763489359.507258,1,0.487842,0.524982,0.655492
1763489359.507258,2,0.354114,0.218328,0.173912
1763489359.507258,3,0.236197,0.316271,0.206408
1763489359.507258,4,0.327924,0.281884,0.194880
1763489359.507258,5,0.376385,0.616169,0.240182
1763489362.506466,1,0.662464,0.690644,0.728127
1763489362.506466,2,0.300265,0.162604,0.131049
1763489362.506466,3,0.257559,0.411594,0.255013
1763489362.506466,4,0.336343,0.345453,0.210199
1763489362.506466,5,0.219028,0.240456,0.171026
1763489365.509069,1,0.841808,0.863675,0.814966
1763489365.509069,2,0.391345,0.269087,0.197482
1763489365.509069,3,0.288402,0.527089,0.372994
1763489365.509069,4,0.317342,0.368711,0.216670
1763489365.509069,5,0.448650,0.492910,0.368844
1763489368.510152,1,0.997673,1.015678,0.897869
1763489368.510152,2,0.570361,0.321331,0.253365
1763489368.510152,3,0.368673,0.213384,0.171441
1763489368.510152,4,0.315930,0.334984,0.208646
1763489368.510152,5,0.576246,0.365057,0.253934
1763489371.507081,1,1.051307,0.477945,0.383231
1763489371.507081,2,0.674973,0.370289,0.294971
1763489371.507081,3,0.344075,0.169423,0.158694
1763489371.507081,4,0.321140,0.266294,0.219412
1763489371.507081,5,0.342659,0.231575,0.173115
1763489374.506597,1,1.080305,0.489848,0.380380
1763489374.506597,2,0.742002,0.420824,0.348739
1763489374.506597,3,0.426699,0.195814,0.235207
1763489374.506597,4,0.520805,0.266500,0.234869
1763489374.506597,5,0.309562,0.163732,0.131892
1763489377.508783,1,1.131471,0.499664,0.426919
1763489377.508783,2,0.784772,0.423187,0.392983
1763489377.508783,3,0.436549,0.190478,0.208977
1763489377.508783,4,0.424587,0.291056,0.256798
1763489377.508783,5,0.384548,0.235668,0.184692
1763489380.507934,1,0.365939,0.270543,0.222330
1763489380.507934,2,0.294890,0.277841,0.256471
1763489380.507934,3,0.422029,0.249267,0.271470
1763489380.507934,4,0.262578,0.231326,0.183923
1763489380.507934,5,0.295515,0.285481,0.197913
1763489383.506734,1,0.450708,0.270459,0.251722
1763489383.506734,2,0.337999,0.380090,0.241307
1763489383.506734,3,0.353623,0.238723,0.233269
1763489383.506734,4,0.241123,0.203216,0.158916
1763489383.506734,5,0.294446,0.271844,0.198309
1763489386.507299,1,0.592678,0.304642,0.344657
1763489386.507299,2,0.548536,0.581785,0.383238
1763489386.507299,3,0.309420,0.212774,0.192013
1763489386.507299,4,0.497522,0.481676,0.343591
1763489386.507299,5,0.257901,0.146593,0.112322
1763489389.507184,1,0.631948,0.268725,0.439931
1763489389.507184,2,0.707245,0.733846,0.497363
1763489389.507184,3,0.456354,0.355114,0.263175
1763489389.507184,4,0.530834,0.400087,0.308067
1763489389.507184,5,0.306497,0.202018,0.159191
1763489392.508544,1,0.758726,0.512634,0.553829
1763489392.508544,2,0.378386,0.528331,0.223368
1763489392.508544,3,0.569320,0.339058,0.431103
1763489392.508544,4,0.665881,0.547175,0.410214
1763489392.508544,5,0.369284,0.221801,0.159575
1763489395.506536,1,0.910870,0.732693,0.666109
1763489395.506536,2,0.374198,0.508058,0.219219
1763489395.506536,3,0.565089,0.291937,0.240758
1763489395.506536,4,0.425475,0.382301,0.242007
1763489395.506536,5,0.385881,0.228307,0.163720
1763489398.506985,1,1.034015,0.889858,0.755778
1763489398.506985,2,0.379400,0.509071,0.213270
1763489398.506985,3,0.602873,0.331023,0.391774
1763489398.506985,4,0.395751,0.417009,0.265830
1763489398.506985,5,0.348861,0.245914,0.156643
1763489401.506974,1,0.952969,0.367743,0.825606
1763489401.506974,2,0.463779,0.622724,0.272427
1763489401.506974,3,0.531304,0.311246,0.224849
1763489401.506974,4,0.399150,0.426971,0.258475
1763489401.506974,5,0.291344,0.321553,0.183624
1763489404.507669,1,0.777736,0.309347,0.901942
1763489404.507669,2,0.304003,0.404712,0.215839
1763489404.507669,3,0.501299,0.204521,0.177208
1763489404.507669,4,0.328751,0.308818,0.191321
1763489404.507669,5,0.358353,0.393639,0.222504
1763489407.507075,1,0.284181,0.311654,0.225068
1763489407.507075,2,0.260042,0.378144,0.191752
1763489407.507075,3,0.386552,0.209749,0.157641
1763489407.507075,4,0.513402,0.451841,0.350497
1763489407.507075,5,0.355255,0.318570,0.221224
1763489410.507465,1,0.205476,0.494861,0.175926
1763489410.507465,2,0.202680,0.321239,0.177281
1763489410.507465,3,0.370836,0.209366,0.168218
1763489410.507465,4,0.582315,0.390075,0.471345
1763489410.507465,5,0.560261,0.479005,0.400268
1763489413.506643,1,0.206858,0.407811,0.178119
1763489413.506643,2,0.275508,0.351521,0.239183
1763489413.506643,3,0.370385,0.241022,0.184165
1763489413.506643,4,0.406718,0.330254,0.378642
1763489413.506643,5,0.394551,0.365426,0.345297
1763489416.507241,1,0.217703,0.259198,0.168286
1763489416.507241,2,0.448872,0.472562,0.410853
1763489416.507241,3,0.328165,0.283364,0.170021
1763489416.507241,4,0.285326,0.277847,0.410812
1763489416.507241,5,0.259152,0.283965,0.187165
1763489419.507256,1,0.284671,0.258811,0.196818
1763489419.507256,2,0.319654,0.208092,0.162678
1763489419.507256,3,0.358366,0.234536,0.169942
1763489419.507256,4,0.410756,0.313600,0.537954
1763489419.507256,5,0.321565,0.337724,0.239627
1763489422.506481,1,0.374602,0.210253,0.173978
1763489422.506481,2,0.331434,0.220685,0.165097
1763489422.506481,3,0.257754,0.154321,0.120843
1763489422.506481,4,0.516960,0.262517,0.225908
1763489422.506481,5,0.337322,0.258457,0.251489
1763489425.509960,1,0.360680,0.223380,0.205103
1763489425.509960,2,0.354981,0.250311,0.184081
1763489425.509960,3,0.245357,0.170555,0.138964
1763489425.509960,4,0.295219,0.227373,0.160253
1763489425.509960,5,0.553178,0.519650,0.400743
1763489428.508301,1,0.412770,0.255684,0.212564
1763489428.508301,2,0.461828,0.314895,0.245905
1763489428.508301,3,0.219273,0.216891,0.173989
1763489428.508301,4,0.329446,0.243028,0.155959
1763489428.508301,5,0.739572,0.716211,0.530922
1763489431.507777,1,0.330416,0.191438,0.158146
1763489431.507777,2,0.384256,0.420394,0.277491
1763489431.507777,3,0.295297,0.271390,0.197524
1763489431.507777,4,0.295215,0.279855,0.232627
1763489431.507777,5,0.420603,0.565517,0.262711
1763489434.507389,1,0.340018,0.243758,0.183938
1763489434.507389,2,0.397657,0.465374,0.354886
1763489434.507389,3,0.212141,0.247615,0.200406
1763489434.507389,4,0.238714,0.297043,0.190215
1763489434.507389,5,0.277865,0.357270,0.289344
1763489437.507456,1,0.366848,0.343259,0.200463
1763489437.507456,2,0.592091,0.639377,0.475300
1763489437.507456,3,0.268438,0.296367,0.253195
1763489437.507456,4,0.271839,0.412751,0.219589
1763489437.507456,5,0.472699,0.317999,0.222455
1763489440.507109,1,0.261552,0.385373,0.206229
1763489440.507109,2,0.653618,0.548806,0.403313
1763489440.507109,3,0.327076,0.237751,0.200593
1763489440.507109,4,0.318478,0.463214,0.288986
1763489440.507109,5,0.378817,0.219822,0.170966
1763489443.506126,1,0.318164,0.515143,0.272509
1763489443.506126,2,0.690557,0.516418,0.396354
1763489443.506126,3,0.323011,0.170313,0.143128
1763489443.506126,4,0.311880,0.274836,0.224117
1763489443.506126,5,0.328159,0.199049,0.164728
1763489446.509352,1,0.574515,0.700834,0.435039
1763489446.509352,2,0.380508,0.248893,0.245133
1763489446.509352,3,0.277230,0.187464,0.141192
1763489446.509352,4,0.348195,0.207477,0.187282
1763489446.509352,5,0.370504,0.317923,0.202742
1763489449.510584,1,0.320548,0.511650,0.245460
1763489449.510584,2,0.389944,0.244183,0.251069
1763489449.510584,3,0.403137,0.262796,0.180765
1763489449.510584,4,0.331525,0.208127,0.197966
1763489449.510584,5,0.458384,0.341562,0.237421
1763489452.508588,1,0.403797,0.524648,0.304843
1763489452.508588,2,0.305246,0.197264,0.160812
1763489452.508588,3,0.263946,0.196456,0.159264
1763489452.508588,4,0.250933,0.221077,0.191268
1763489452.508588,5,0.393287,0.282712,0.201980
1763489455.508925,1,0.422069,0.294848,0.196037
1763489455.508925,2,0.349233,0.311156,0.235831
1763489455.508925,3,0.289419,0.200208,0.162640
1763489455.508925,4,0.293552,0.273296,0.199673
1763489455.508925,5,0.386598,0.216612,0.194652
1763489458.507380,1,0.384564,0.200449,0.178507
1763489458.507380,2,0.332796,0.223681,0.167890
1763489458.507380,3,0.286733,0.195667,0.169450
1763489458.507380,4,0.351030,0.208622,0.220599
1763489458.507380,5,0.301950,0.199868,0.166719
1763489461.510702,1,0.365401,0.210240,0.201247
1763489461.510702,2,0.340330,0.214408,0.208148
1763489461.510702,3,0.455268,0.215227,0.202097
1763489461.510702,4,0.278030,0.178724,0.186362
1763489461.510702,5,0.289158,0.206666,0.172385
1763489464.509014,1,0.288137,0.186585,0.152794
1763489464.509014,2,0.367195,0.256457,0.213563
1763489464.509014,3,0.516212,0.211631,0.215606
1763489464.509014,4,0.413460,0.230382,0.197494
1763489464.509014,5,0.211743,0.263678,0.205221
1763489467.506845,1,0.375970,0.214514,0.200361
1763489467.506845,2,0.562039,0.416316,0.306899
1763489467.506845,3,0.270159,0.333378,0.275950
1763489467.506845,4,0.531089,0.484953,0.377717
1763489467.506845,5,0.261961,0.313940,0.234922
1763489470.507812,1,0.282922,0.200303,0.148614
1763489470.507812,2,0.280227,0.248695,0.460507
1763489470.507812,3,0.343615,0.223372,0.177758
1763489470.507812,4,0.436634,0.314887,0.510259
1763489470.507812,5,0.281688,0.184324,0.148462
1763489473.506933,1,0.352619,0.198436,0.164601
1763489473.506933,2,0.328968,0.321320,0.574512
1763489473.506933,3,0.387464,0.329910,0.228301
1763489473.506933,4,0.412131,0.368194,0.616727
1763489473.506933,5,0.346856,0.263075,0.182453
1763489476.510105,1,0.364795,0.204437,0.167651
1763489476.510105,2,0.466186,0.313638,0.281196
1763489476.510105,3,0.309351,0.242349,0.209282
1763489476.510105,4,0.641840,0.614352,0.708415
1763489476.510105,5,0.466583,0.361179,0.206808
1763489479.507097,1,0.258014,0.331901,0.226826
1763489479.507097,2,0.658401,0.313867,0.257368
1763489479.507097,3,0.391897,0.316630,0.238870
1763489479.507097,4,0.784806,0.762440,0.777079
1763489479.507097,5,0.236155,0.389348,0.228167
1763489482.509600,1,0.232813,0.451638,0.328785
1763489482.509600,2,0.607122,0.280847,0.221905
1763489482.509600,3,0.266897,0.194491,0.146635
1763489482.509600,4,0.870599,0.234395,0.262057
1763489482.509600,5,0.227306,0.556510,0.285137
1763489485.508471,1,0.471663,0.416705,0.312938
1763489485.508471,2,0.225492,0.189288,0.165669
1763489485.508471,3,0.237839,0.208096,0.170921
1763489485.508471,4,0.357931,0.220994,0.187227
1763489485.508471,5,0.210099,0.300063,0.165803
1763489488.506599,1,0.463127,0.308267,0.233642
1763489488.506599,2,0.218331,0.177019,0.141938
1763489488.506599,3,0.356157,0.231849,0.179505
1763489488.506599,4,0.252974,0.294128,0.199439
1763489488.506599,5,0.329029,0.334286,0.178031
1763489491.507468,1,0.317878,0.211940,0.170187
1763489491.507468,2,0.206436,0.255957,0.171584
1763489491.507468,3,0.267835,0.198157,0.160999
1763489491.507468,4,0.354205,0.256526,0.230826
1763489491.507468,5,0.293745,0.333354,0.276221
1763489494.506932,1,0.264628,0.217828,0.187542
1763489494.506932,2,0.220249,0.241382,0.154583
1763489494.506932,3,0.301340,0.211983,0.165781
1763489494.506932,4,0.309926,0.200994,0.185028
1763489494.506932,5,0.286869,0.288865,0.192969
1763489497.506419,1,0.349730,0.256202,0.247518
1763489497.506419,2,0.310216,0.268564,0.201625
1763489497.506419,3,0.235317,0.172920,0.146787
1763489497.506419,4,0.257146,0.193359,0.142178
1763489497.506419,5,0.283317,0.244869,0.299007
1763489500.506134,1,0.563957,0.468689,0.414540
1763489500.506134,2,0.272232,0.220359,0.162900
1763489500.506134,3,0.272397,0.220771,0.197569
1763489500.506134,4,0.208670,0.263088,0.175943
1763489500.506134,5,0.247661,0.198664,0.170369
1763489503.511944,1,0.306561,0.395812,0.528841
1763489503.511944,2,0.231480,0.209817,0.157633
1763489503.511944,3,0.227059,0.197737,0.159989
1763489503.511944,4,0.288294,0.355521,0.200812
1763489503.511944,5,0.364641,0.225006,0.182293
1763489506.508775,1,0.403317,0.487650,0.632325
1763489506.508775,2,0.399987,0.257884,0.193987
1763489506.508775,3,0.414336,0.316687,0.233671
1763489506.508775,4,0.412775,0.476073,0.273647
1763489506.508775,5,0.458220,0.357167,0.200018
1763489509.506110,1,0.444886,0.540044,0.718946
1763489509.506110,2,0.502151,0.430640,0.323750
1763489509.506110,3,0.542327,0.345609,0.305682
1763489509.506110,4,0.480311,0.561621,0.301609
1763489509.506110,5,0.231874,0.403891,0.270756
1763489512.509726,1,0.396897,0.540100,0.807215
1763489512.509726,2,0.645506,0.483436,0.363366
1763489512.509726,3,0.343230,0.213675,0.156216
1763489512.509726,4,0.372077,0.307748,0.271503
1763489512.509726,5,0.239378,0.474400,0.385699
1763489515.508730,1,0.461315,0.349440,0.261076
1763489515.508730,2,0.525100,0.361619,0.511732
1763489515.508730,3,0.422208,0.222974,0.184714
1763489515.508730,4,0.527512,0.471950,0.262078
1763489515.508730,5,0.537194,0.666097,0.532810
1763489518.508149,1,0.544175,0.326070,0.223793
1763489518.508149,2,0.656333,0.536462,0.634957
1763489518.508149,3,0.321826,0.299962,0.195949
1763489518.508149,4,0.549211,0.382283,0.359320
1763489518.508149,5,0.756867,0.850636,0.652600
1763489521.506522,1,0.299730,0.271722,0.168715
1763489521.506522,2,0.840652,0.750361,0.735303
1763489521.506522,3,0.277204,0.287824,0.182637
1763489521.506522,4,0.674823,0.554359,0.514105
1763489521.506522,5,0.922145,0.996722,0.751256
1763489524.511728,1,0.284564,0.332020,0.231153
1763489524.511728,2,0.220846,0.354757,0.248272
1763489524.511728,3,0.349196,0.226633,0.167730
1763489524.511728,4,0.372417,0.313546,0.622854
1763489524.511728,5,1.060593,1.122667,0.837488
1763489527.507312,1,0.213941,0.265393,0.181505
1763489527.507312,2,0.314741,0.269248,0.200730
1763489527.507312,3,0.432443,0.191852,0.162046
1763489527.507312,4,0.523937,0.522089,0.723426
1763489527.507312,5,1.182932,1.236159,0.915634
1763489530.509192,1,0.323740,0.312071,0.374558
1763489530.509192,2,0.401031,0.212821,0.210882
1763489530.509192,3,0.487760,0.243790,0.215182
1763489530.509192,4,0.560694,0.453078,0.799950
1763489530.509192,5,0.961344,0.424820,0.343568
1763489533.507425,1,0.287421,0.258189,0.263262
1763489533.507425,2,0.330951,0.248655,0.212450
1763489533.507425,3,0.404432,0.224978,0.188826
1763489533.507425,4,0.414907,0.328206,0.872017
1763489533.507425,5,0.521921,0.226478,0.197524
1763489536.509911,1,0.258320,0.217729,0.205682
1763489536.509911,2,0.278580,0.209992,0.185916
1763489536.509911,3,0.310733,0.227427,0.169929
1763489536.509911,4,0.565158,0.527886,0.946221
1763489536.509911,5,0.323821,0.229034,0.141251
1763489539.506565,1,0.361123,0.293846,0.365697
1763489539.506565,2,0.288992,0.198025,0.184559
1763489539.506565,3,0.291566,0.231956,0.170062
1763489539.506565,4,0.317585,0.399395,1.010831
1763489539.506565,5,0.324491,0.372019,0.175885
1763489542.505993,1,0.317325,0.260287,0.507934
1763489542.505993,2,0.253196,0.230143,0.294689
1763489542.505993,3,0.198470,0.164865,0.129474
1763489542.505993,4,0.313734,0.288096,0.208342
1763489542.505993,5,0.275442,0.249996,0.146433
1763489545.506662,1,0.311138,0.270274,0.603876
1763489545.506662,2,0.276924,0.260547,0.425078
1763489545.506662,3,0.209213,0.216551,0.172061
1763489545.506662,4,0.256128,0.260796,0.180374
1763489545.506662,5,0.243046,0.224482,0.142531
1763489548.507966,1,0.405789,0.392076,0.684025
1763489548.507966,2,0.463584,0.454667,0.545608
1763489548.507966,3,0.246623,0.290930,0.233302
1763489548.507966,4,0.253645,0.262468,0.193434
1763489548.507966,5,0.293075,0.217951,0.196878
1763489551.507316,1,0.610438,0.601613,0.756234
1763489551.507316,2,0.663444,0.657418,0.640460
1763489551.507316,3,0.296036,0.358696,0.348320
1763489551.507316,4,0.350059,0.394649,0.276727
1763489551.507316,5,0.373513,0.244886,0.333500
1763489554.507852,1,0.566124,0.606258,0.821246
1763489554.507852,2,0.790924,0.786187,0.709005
1763489554.507852,3,0.567366,0.601104,0.489067
1763489554.507852,4,0.519469,0.524820,0.399781
1763489554.507852,5,0.536854,0.469146,0.445469
1763489557.507467,1,0.543617,0.672888,0.882072
1763489557.507467,2,0.917284,0.913726,0.781146
1763489557.507467,3,0.612344,0.241630,0.235152
1763489557.507467,4,0.505090,0.473366,0.462201
1763489557.507467,5,0.734780,0.692079,0.570914
1763489560.508523,1,0.644822,0.253002,0.275629
1763489560.508523,2,0.706141,0.679109,0.847037
1763489560.508523,3,0.755113,0.379425,0.334142
1763489560.508523,4,0.654276,0.643693,0.529883
1763489560.508523,5,0.883649,0.851447,0.669950
1763489563.508097,1,0.518036,0.244576,0.231602
1763489563.508097,2,0.603238,0.301610,0.275641
1763489563.508097,3,0.915446,0.652862,0.502047
1763489563.508097,4,0.820909,0.799919,0.638990
1763489563.508097,5,0.948653,0.391225,0.310464
1763489566.508738,1,0.444726,0.227576,0.219622
1763489566.508738,2,0.531788,0.270109,0.233598
1763489566.508738,3,1.041511,0.826222,0.616271
1763489566.508738,4,0.967115,0.956286,0.738323
1763489566.508738,5,0.396803,0.285744,0.181326
1763489569.508905,1,0.391950,0.261375,0.219476
1763489569.508905,2,0.424091,0.229428,0.183266
1763489569.508905,3,0.403844,0.254472,0.191442
1763489569.508905,4,1.087767,1.079960,0.819683
1763489569.508905,5,0.461473,0.309224,0.203522
1763489572.506942,1,0.628535,0.545564,0.396572
1763489572.506942,2,0.441264,0.294559,0.249861
1763489572.506942,3,0.316946,0.208678,0.154728
1763489572.506942,4,1.201605,1.194698,0.895736
1763489572.506942,5,0.353195,0.249298,0.163700
1763489575.507655,1,0.724938,0.674808,0.528320
1763489575.507655,2,0.192080,0.334982,0.175537
1763489575.507655,3,0.272348,0.199707,0.131928
1763489575.507655,4,0.938799,0.853512,0.498757
1763489575.507655,5,0.251451,0.190770,0.147969
1763489578.506971,1,0.822041,0.794477,0.636755
1763489578.506971,2,0.231988,0.503273,0.242419
1763489578.506971,3,0.270738,0.228982,0.150063
